"tweet","username"
"To people who make fun of people who struggle with weight.. Don't do it. I know how it feels and it's not fun. #angry #ComeOnPeople","@KacieJacobsen"
"#ManUtd fans during the transfer window! including me! #MUFC #fact #angry pic.twitter.com/2DpG8cfKSY","@omranyk"
"@LCR_nu @madskliski it will be to expensive to buy a new 1 every meeting #angry","@coolmayn"
"The new rule that we have to wear shirts during practice is so stupid....like for real is someone gonna get turned on from my nipples #angry","@d_reed77"
"Really @BarackObama? Using CELEBRITIES to promote #ObamaCare? You are RIDICULOUS. Stop trying to become a celebrity and do your job. #angry","@nikkimccain"
"Dear Sun, Why weren't you hot in the summer.. and WHY ARE YOU SO HOT NOW!?!?!?! #angry #sweaty #gah","@JennaClayton13"
"Wtf is wrong with hair dressers!? You say you just want a little bit off the top and they cut the whole fucking thing off #ANGRY","@WillMonro"
"Sometimes u just wanna #break stuff, #eat stuff and #aahh... #angry #minion instagram.com/p/dlXJ_KSVuv/","@oliduret"
"@rzimmermanjr I was ashamed for most all of them today They were all so #angry I don't understand it Most of them sld be grateful Esp Oprah","@dadavis65"
"It would be greatly appreciated if you would stop assuming stuff and making up rumors about my relationship.😠 #BackOff #Angry","@Gracie_Lauren7"
"If I had a Cooper milkshake with my lunch everyday I would be significantly less #angry and exponentially more #happy","@SteveeRogers"
"Man fuck those Somalians in Black Hawk Down, id torture the shit out of them. #PatrioticTweet #Angry","@unclejesseo"
"I've the right to Tweet in Welsh without people putting 'sheepshagger' or 'Keyboard stuck?' under it! I'm not ashamed of my language! #ANGRY","@DomesticSchizo"
"If my loan is not in my bank by the time I get off this train then someone at student finance is going to wish they took today off. #angry","@beccadobinson"
"STOP COMPARING MILEY TO BRITNEY. MILEY WILL NEVER BE THE QUEEN OF POP. #angry #crazybritneyfan #4amrants","@lexx1996"
"Ezra is not A and I'm never watching PLL again. #InDenial #Angry","@TaylanDavidson"
"TWITTER WON'T LET ME LOOK AT PICTURES!!!! BAHHHHHH! #angry","@GabbyJagears"
"SYTYCD has successfully ripped my heart out at least 3 times this season. Why is Aaron in the finale and Paul isn't????????? #angry #sytycd","@gladisonglyn"
"Are you kidding me?! I'm about to throw a chair through the window. #pll #angry","@ithunderstorm"
"So there's money to fund another battle we don't need to fight, but no money to keep services #public #angry #confused #pissedoff","@missis_hippy"
"Pls read & share need to catch this creep who attacked a young woman in Bath, before I break his ribs #bath #angry bathchronicle.co.uk/Bath-woman-tel…","@sarahbb1"
"Finchel were too young but Klaine arent? Yeah that makes sense! All we wanted was a Finchel happy ending now we'll never get it! #angry","@emma_quinn"
"hahahaha love wrecking Lauren's head!! #girlfriend #angry #iphone #textmessage instagram.com/p/dhqrItshHA/","@DavidCross1992"
"@GerardWhateley How can Essendon get a first round pick gift next year? Adelaide were stripped of both for two years for so much less #angry","@EddieWhiteJr"
"Training hard #angry #gym #time #Bodybuilding #LifeStyle","@Jeymew"
"Town full of fake friends seriously wish my real true homies lived here #angry #Smh","@JDM_alexLuna"
"Just turned E4 on to see if Scrubs was on unfortunately for the world it was Made In Chelsea. So that's me in a shit mood for Tuesday #angry","@FooWhiter"
"my mood changes so easily while watching oth #sad #happy #angry","@LayneMarshalok"
"What I'd do to be in one of those empty seats at the @usopen !!! #angry","@RahmehAladwan"
"I hope St. Thomas girls aren't like Scottsdale girls #mean #angry","@lilchopvert"
"I hate when I get Hangry. #hungry #Angry","@jonoital"
"When people don't answer important texts < #angry","@KatyWeez"
"Definitely not a good sign when the sky is flippin you off.. #cool #angry #sky pic.twitter.com/k2Ad2TGnUl","@Delk_10"
"Everyone: me and bailey did not mean to match today. I sent her a picture of my outfit and she decided to wear the same one. #angry","@tinathetree"
"I hate it when your right in the middle of a deadly dream and then someone comes and wakes you up! #nofair #angry #letmefinish","@leoniemcerlain"
"Seriously can't believe the post office ripped my envelope that had my bracelet @bebreid made for me in it and lost they bracelet. 😡 #angry","@shelbyzahn4"
"Kinda angry that they left Michonne on a cliff hanger! #Angry #Season4SneakPeek","@TeamAndreaTWD"
"SHOW TAYLOR SWIFT ONE MORE MF TIME #angry","@santa_CLAUD_"
"“@OhWowThatsAwk: i hate texting people who don't use smileys i feel like i'm texting kristen stewart” @McQuillanMaria in a nutshell #angry","@HannahBotsford"
"I'm kind of scared of @big_johnson20 when he plays black ops 😳 #angry #violent","@J_Jaax10"
"Never had so much hatred for someone before #angry #leave","@rbullivant_"
"#badgercull starts tonight. How dare they kill our beautiful native badgers! #stopthecull #angry #saddened","@TheSmallholder"
"Relationships these days piss me off!! Enjoy the time you have together, cause being apart is hard!! Stoping taking it for granted!! #angry","@MeggyGiesler"
"I don't think people understand how much I hate shopping. And yes I'm a girl and I hate it. #angry","@Jenna_Langer"
"my drink definitely got spiked last night #angry","@megansfc"
"Went to bed angry, woke up angry #angry","@IonaCassie"
"The game “#Angry #Brides” trivializes the #dowry related #violence on #women. One media report says:""With weapons... fb.me/2BZhiUxsb","@50millionmissin"
"When you're jacked you finally have cereal but there is no damn MILK! 😡👺#Angry","@sammyurbz66"
"If you are ever the ""other girl"" willingly, knowingly, and shamelessly... there is a special place in hell for skanks like you. #angry #trou","@no_itsmary13"
"My brother won't stop smoking his electric cigarette inside the house and I'm allergic. LEAVE YOU HOBO YOU'RE 25. #angry #rant","@kellllywrobel"
"@trayaworld Hey T....i m havrng Ajr marathon today missd so many chapterz...u killd their baby humph humph #angry","@kritinayyar"
"This whole Dr. Herman thing is the single most dumb thing I've ever heard. I feel we should do something about it. #angry","@ArielleVu"
"Um my brother and all his friends stole all my clothes and things why I wasn't home. #Angry","@natebowler18"
"This is what sucks about living in Canada. I have to wait for the game to be on NFL Network. No ESPN up here. #angry","@BearsFanNation"
"i cant play soccer for a couple weeks because i have heart problems. what the actual fuck?!? #angry #upset #wtf","@Joey_b6"
"We should all just go up to division the week we were supposed to pick & put our locks on any locker we want cause this is ridiculous #angry","@musiccloverr82"
"I'd really enjoy doing a course with more than 5 jumps in it #horriblebarn #nojumps #angry","@ChristieKenedy"
"The RSPCA adverts really upsets me how could people do such nasty things to animals!! #angry","@HollieWakelin"
"The fact that Williamsville thought they had a right to paint over Mr. Finucane's room is so disrespectful. #angry","@MarchelleBrooks"
"Whe aren't the UK, US and world governments acting in #Syria ? Not enough oil to make it worth their while? #angry #cynical","@AnnieSpratt"
"Can't sleep... Mom and dad snore so loud!!!!!!!!!!! #boston #angry","@Victoriacacc16"
"So jealous of everyone going creamfields this weekend!!! #pissedoff #angry #IWantToGoToThere","@laura_orritt"
"Anger and its Consequences dld.bz/b4jCU #anger #angry","@h3sean"
"Hard drive crashes and a full page written document gone w one click within 30 mins. Either a beer or a bed in my future. #angry","@eatitandlikeit"
"I love when people come in 10 minutes before close, not! Thanks for ruining my plans!! #angry","@tablynn6"
"If i don't get to be in the movie I am Unfollowing every single one of you #angry #lookseehowdramaticiam #perfectforamovie","@sageskill"
"Well this is gay #angry","@DylanBouten"
"Horrible hard draw for my @jelena_jankovic @usopen #angry #sad","@Sarayatennis"
"Maybe if Dennis started looking for a car 5 years ago I WOULD MAYBE HAVE ONE BY NOW!!! #ANGRY 😡😡😤","@LexyRingnell"
"@AanshulTrivedi THIS IS FOR U OUR #Cute #Angry #Pramaad #BlueMan :-) Hope U Like :-) pic.twitter.com/Us4IxTlFsh","@sidk24"
"I love it when my coworker snaps her chewing gum. Reminds me I have emotions other than happiness. #angry","@JenCurcio"
"There's the girls now @_tashamorris_ and @Kelly_Swansea #Beavers #Angry #AngryBeavers pic.twitter.com/8BtAgIF6Bt","@RyanThomas1990"
"Can not stand Being lied to ! #angry","@AndyLeeman91"
"I don't think you understand how I have to drive an hour here only to stay at the FAFSA office for 8 minutes. #angry","@annaaahd"
"The game “#Angry #Brides” trivializes the #dowry related #violence on #women. One media report says:""With weapons... fb.me/3dstW6Y8b","@Rita_Banerji"
"G'on w/ur bad self! :P RT @HoneyBunches85: Woke up singing #angry #relationship songs..yet i'm in a fab mood! LOL #HappyWednesday #dontcurrr","@Rrrodddyyy"
"Can the weekend hurry up ffs. #angry #fuckfamily #fuckschool #fuckfriends #rantover","@laurapolot"
"Those teenagers obviously dont value life at all so they wont mind spending the rest of theirs in a box with no windows. #guncontrol #ANGRY","@shero31"
"Why does it start getting hot at the end of summer #angry #burning","@BLizotte46"
"You've gotta be kidding me. They're friends too!? 😡 #angry","@that1nigel"
"Coming home from school and realizing your dad took down the trampoline #angry","@tiffyyynicole"
"Where tf is my laptop @BestBuy it has already been 2 weeks... #angry #impatient","@BatieKiddlecome"
"When people unfollow you<<<<<<<<<<<<<<<<<<<<<<<<<😡😡 #angry","@a_freemss"
"When Adele comes on the radio I get the urg to slit my throat and kick a puppy down the steps #angry","@Allisonxxjoness"
"I could do better✌😒 #angry #howlow #wasteoftime","@Dancee10"
"Article on the Premier in the Daily mail. They're still making it out like Harry is the only one, labelling him as the 'movie star' #angry","@1DMakeUsCrazier"
"Very angry at xfactor australia! How on earth could you send Straight Up home! Throwing away pure talent! UGH! #frustrated #angry","@Celiney_4797"
"We've had a collection box stolen from Castle Rd, @Scarborough_UK. If u have any info pls email info@elliesfund.com #angry #low","@elliesfundinfo"
"Why do camera lens have to be so expensive #angry","@rach_simmz"
"MONTHS LATER AND I STILL CAN'T BELIEVE RAE AND FINN DIDN'T KISS!!!!! #mmfd #ANGRY","@eknielsen"
"I HATE APPLE!!! 2 broken mac books and a faulty iPhone 5! SCREW YOU APPLE #angry #stupidtechnology","@juliesda"
"i would rather be 100% on my own than surround myself with fake, 2 faced people!! #myownbestfriend #angry","@katie_jayne1301"
"WHY CANT EVERY CLASS USE THE SAME DANG CLICKER #ANGRY","@sarajvanv"
"Plymouth shopping mall is abysmal couldn't even find a decent pair of jeans in my size 34 long! brutal so shit #angry","@cmeakin9"
"Can't wait for football #Angry #Annoyed","@IsaiasMuniz21"
"emailing your tutor for about 8 months and she only replies 3 mins before the deadline. The worst tutor at Edge Hill. #angry #EHU #getrid","@alicewalkerface"
"savannah took the berries out of the crunch berries. #angry #revenge","@WeCameAsCats"
"Oh My Gaga :( #gaga #ladygaga #angry #apartement #perezhilton #last #night #twitter #tweets #disturb… instagram.com/p/dMOGhJsz5u/","@FXDKW"
"Angry Birds s’empare des logos logonews.fr/angry-birds-se… via @bedandy #logo #angry #birds","@Xbitionart"
"The game “#Angry #Brides” trivializes the #dowry related #violence on #women. One media report says:""With weapons... fb.me/2NK8A0u6P","@50millionmissin"
"@kennyraee wants the bathroom! #angry #determined pic.twitter.com/4NA4t68DBF","@nicholas_ftm"
"why has my ass not entered skyzone or calypso yet this summer? 😤 #angry","@briannaarichara"
"Okay. Umm, I guess i don't have to go that bad... #angry duck @whitty_pie15 @kirsy9 @notsopoisonivy @kit_kat_kar pic.twitter.com/zp7ODltdor","@coachbeckybon"
"The girl who can't blow bubbles. #girl #blonde #bubbles #angry vine.co/v/hOvILYm0UMW","@Phunono"
"That one fucking person who grinds on ya and ya want to knock the fuck out grrgghhh #pissedoff #angry #fuckoff","@jacklad70996"
"Oh my goodness. Lord please keep me from saying something I might regret! #angry","@brittanyturnan"
"Whoever stole from @FCapizzano just ruined all future parties for everyone else.. Honestly who does that? Like GET A JOB! #angry 😡","@SIRGENEL"
"We've found @jake_pullin playing for his national team #angry pic.twitter.com/8UY0yIge6U","@AylestonePYouth"
"@AlwaysZoeyD I mean these haters just read the title and think ""vampire"" =twilight and academy= some stupid teenie highschooldrama #angry","@LunaIvashkov"
"✦ #REVIVE A #SUNNAH ⇨ ""MAKE ABLUTION (#WUDHU) WHEN #ANGRY"" ✦ Satan was created from Fire, so when you are angry... fb.me/Dz0ulouA","@iloveAllaah"
"S/o to this stupid English poster that has taken us 6+ hours to make, and now having to redo it. #angry","@CourtneyRundle"
"Some people need to get there priorities right!!! #angry #sortitout 😡😡","@AmyLouise2310"
"Ftw! Dad didn't let me watch ""mera sultan"" (turkish drama) :@ ENOUGH #ANGRY","@SyedaRidaAli1"
"The Rare and Elusive Australian #Angry #Bird pinterest.com/pin/3811875559…","@PosiePosie1212"
"RT! #California! You need to do something about your #KILL #SHELTERS! #Adopt so #Puppies DON'T HAVE TO #DIE! #ANGRY fb.me/V6EsVvzZ","@bowden2you"
"This bitch really tried to give me her dirty ass muffins, bitch I don't want it sketchy shit #angry","@ivictorgarcia"
"After all those years of letting people walk all over me I have finally had enough #FiredUp #Angry","@LinneaLeonard5"
"Did this nigga just throw a fork at me...😂😳 #angry #white #people vine.co/v/hM3P9KJ2gIe","@SterlingLaVelle"
"Wow never saw Raghu this #angry before!! #DoDilEkJaan..Hate seeing him #upset #hurt or #sad..he should always stay happy 😊😊😊 @Abr_Ayazahmed","@AyazAhmed_FC"
"..to help those who have less than us by living as examples. Race, gender and sexuality are crap reasons to die seriously its 2013 #angry","@MrGardnerStorm"
"Lil bday shout out to my small cousin @reisman22 .... Sauces, Darts, Chews and the rest of the goods!! #Beauty #Jacked #Angry #Almost30","@BennyHeebz"
"@libssburgg_xoxo it's so embarrassing I haven't even braced myself to watch yet! they're crazy, portraying us as something were not #angry","@peetamy"
"Catching up on @Hollyoaks and Darren actually just tricked nancy. What an arsehole! Lost so much respect for him #hollyoaks #angry","@ShannonLeslie_x"
"This disgusts me that Ariana's ""fans"" would try to take selfies with her when she was crying. #Angry @ArianaGrande pic.twitter.com/WmEkitl7zN","@arianator_77"
"What I'd give to just play a game of rugby right now @Rugbyprobs @RugbyDiehards #angermanagement #frustrated #angry","@RugbyKneeProbs"
"It sucks to go through so much crap and get nothing in return for sticking it out. #disappointed #angry","@ChannieFulks"
"why are sisters such NARKS #angry","@SophieScahill1"
"Sick of being nice all the time!!! Time to get real ✋ #angry","@amywaddell_"
"I need another twitter account that no one can see, where I can just constantly rage all the time #angry","@nicolea2204"
".@CoachMattJones has made the mission clear \\\/// #Angry @CoachRoc pic.twitter.com/KuIxJAc6AA","@Coach_Flinn"
"$50 for a spot to park at my school....ummm ok glenwood it was $25 last year. #angry","@DanielleSwaggz"
"Why do all my clothes get trashed all of the time, it wouldn't be such an issue if I didn't absolutely love everything I buy #angry","@PhoebeLettice"
"Rang my mum in Singapore to tell her my results. She asked why I didn't get any A*s, BECAUSE U CANT GET A*S IN AS, YOU BELLEND. #ANGRY","@lizcezclemo"
"Late night thoughts piss me off #angry #regrets #opportunities","@sivy101"
"I LOVE BUYING NEW THINGS BUT HATE SPENDING MONEY #ANGRY","@loganps"
"If we are hungry dont bother talking to us @MiriTaylor6 #angry","@shaleheidinger"
"Finished. Can't be arsed anymore. My first 100% brush #art #comic #painting #angry #face #acrylic instagram.com/p/dAq5fQMLYy/","@Kpitt91"
"I'm sorry but I think this is just wrong. Like seriously, don't people have any common sense?! #angry pic.twitter.com/p8nTjF5bF9","@greeneggsnSam12"
"One of my sisters hid my black ops 2. they are both going to die #angry","@The_King_Ginger"
"Think I may be a little bit stressed about tomorrow as I just screamed at my brother for eating my curly wurlys #chocolate #angry","@Ella_Thomas96"
"I know this is a broken record but why the hell is #utep still in C-USA?! #angry pic.twitter.com/8pSgI7MQEz","@nmheater"
"Screw summer, let me ski #angry #depressed @Shit_SkiersSay","@TanmanEvans"
"""For every minute you are #angry you lose sixty seconds of #happiness."" Ralph Waldo Emerson","@ItsGrahamDragon"
"0800idontgiveashit. There's my number anyone else has a problem with my life feel free to text me 👍😑 #deflated #angry #hurt","@ClaudiaHunter_x"
"not the CAY tweets... #angry","@Nick_Norman5"
"I just want to get drunk right now #Angry","@brookee_n"
"I am very angry that there is only one more episode left this season especially after this episode #angry #pll #sad #mad #furious","@apezan7"
"Just one of those days you wanna shoot someone #angry","@Buchite442"
"If I could.. I'd shoot a good 70% of you in skeg!! #twofaced #fullofcunts #angry","@beckylathwood"
"My house being all packed up is just too much #angry #crazyMamaAlert","@JosephTGratz"
"RIP Charlie Wray. Died today after being shouted to death by his parents for the state of the house. He was loved by all who knew him #angry","@BorisWray"
"#God is an honest judge. He is #angry with the wicked every day. Psalm 7:11 bit.ly/QPuArI","@Chr1stlike"
"This storm just woke me up. #angry","@emilykeel"
"I love how I have 45 credits before freshman year, but I can't graduate early #premedprobs #angry","@CallMeKishu"
"Why the fuck do we have 2 go to school if it rains #angry !!","@TaishalBailey"
"I really can't handle certain people at times. 😠 #angry","@lexiroach"
"Don't worry one day those that get everything handed to them will find out what it's like to work for things. #angry","@jensinecoudriet"
"don't make plans and get me all excited if you're just gonna cancel them😡 #angry","@_kamrynbrooke"
"@CCabagua he is thirsty as fuck I wish he had a twitter I would tag him. #angry","@amanda_bax"
"My mom just told me to shut the hell up because I was teaching her how to use her phone. #angry","@TheOriginalNae"
"Just dropped my iPod down inside of my tractor and can't get to it without some major dismantling #angry #needmytunes","@trentmikles"
"don't get #angry get even, forget that #revenge never works @DrPhil","@shelleehale"
"@amywebster226 Hav u Seen ur Snap Chats Courts Has sent u !! So Funny made me laugh!!! Xx #rollover #runing #angry #younohowitsdone 🏁😡 👏🏃","@clf155"
"Typhoon coming! #pukabeach #boracay #philippines #typhoon #angry #coconut #beach #sand #relax #natural… instagram.com/p/c6wXZDyqvc/","@AlejandroCorzo"
"; & this continues to break my heart. 💔 Anyone who has watched their parent go through this...Hats off to you. #fuckcancer #angry #loveyadad","@Shel_Harps"
"So angry with @OfficeShoes @OFFICEShoesHelp #nevergoingback #angry","@_courtneymcg"
"Preseason started for me in December idk what everybody is complaining about #worthit get #Angry","@CarterKinser"
"I hate Instagram because I have followers that aren't giving me the likes I deserve #angry #darkknight","@deezill"
"Stupid Asians.... #angry #ugh","@Zachary_Dakota"
"@anulao22 @AntYaBish you agree with him oh heck now #angry 😣😔","@LexxM_"
"Where can I catch replay of #wsof4? I was traveling when it aired. Quick someone help #MMA #angry I missed #NickNewell","@MikeTheManKing"
"Bitchin out 5th avenue cab #badass #angry #illdropabombonyou @Cgrimes325 @newspain3 @emilyx821 @LindseyOettel","@KimJongKatie"
"Why must my mom come into my room and then leave and just not close the door 😡😡 #angry","@cearacaley"
"Mi ta bay fucking basha gasoline riba mi scol fe un helicopter y sende na candela despues bula bay into the unknown. #ANGRY","@kalinamecrazy"
"The one day I really try to tan and wanna sit out here for a while, it's cloudy #angry #notfair 😡👎☁","@Alysialatrofa"
"WHY do people stop and stand in the middle of princess street #angry #hatethefestival","@Holly_Sneddon"
"I think, my cat doesn't like if I make a photo about her... #cat #angry pic.twitter.com/W1uMsn0VMO","@Kristinna87"
"I always feel like I'm so tired and then I lay down and can't fall asleep #angry #doesntmakesense","@nicole_recker"
"@Ariana_Singh3 She must be a South Pole Elf! Haha #angry","@DakotaTallen"
"I absolutely cannot stand when I'm watching a movie or tv show and they are playing music but they are playing the wrong chords! #angry","@JaeCurtis"
"Received my Queens Badge from PRINCE ANDREW and I'm in the paper with a quote THAT I DIDN'T WRITE which says I met ""PRINCE EDWARD"" #ANGRY","@james_dt123"
"Andrew Cook when he wakes up #funny #angry #crazy #Andrew #sleepy #sleep #tired #pissed #pillow #everyday vine.co/v/hhnzaF1FQvE","@ChaseJohnson15"
"I don't think I can take much more of this. #annoyed #angry","@csweeter23"
"If I have to wear my boot again because my stupid ankles decide to get fractured I will to throw all the desks when I get to school! #angry","@krisannstephany"
"no food in my house #angry","@cadams97"
"I am literally going to strangle the lady that lives above me who gets on her treadmill at the most annoying hours of the day! #angry 😡😡😡","@brittanym343"
"Believe me, I do not want sex... #eye #contact #desire #sex #murder #kill #quote #true #angry #hate… instagram.com/p/cylwsov9GJ/","@LaMemeloga"
"Quick Tutorial on how to eat with paper arms. #vineloop #humor #angry #fail vine.co/v/bYxx11IXKrL","@_JessiVanessa"
"Has anybody noticed 1/3rd of the news is about police brutality and excessive force? This has GOT to stop #angry","@heatherhemmens"
"K Netflix. Way to add The Breakfast Club the same exact day I bought it. #Angry #StoopidNetflix","@itS_ALL_You11"
"Hanger is the worst of all emotions. #hungry #angry #hangry","@Daniellestein1"
"Soo apparently the school system broke from buildin brunswick high and can't afford Ga senior tags... yallll done started a war ! #angry","@she__niceeee"
"Sometimes I just dont know what to think anymore... #Why #Angry #Sad #NeedSleep","@Luke_Warmmm"
"If we're goin at it over text, telling me ""don't respond"" makes me respond like 3 more times after that haha #angry #raging #bitchmode","@RachelSchwabe"
"Eat a man's thin mints, not only do you take his cookies, you take happiness #ThinMints #angry","@OWorthing"
"If you dont know what youre talking about when it comes to gun control, and just agree with the media, I feel sorry for you #angry #goodnite","@SugarFree716"
"WHY DOESN'T MSU ACCEPT VISA FOR PAYING BILLS #angry","@dianabization"
"Can't believe i'm hearing that Potter will be sacked. This club has to start honouring contracts! #angry #ffs #weststigers","@AndrewRLP"
"I seriously get so mad I have to leave my house for an hour and just walk it off #angry","@cassjonesy"
"All this rain here in Missouri is screwing up the fishing😡 #angry #4incheslastnight #herefishyfishy","@LunarberryLorax"
"....mohamed won't stop. #angry #help pic.twitter.com/LyEFLUVuda","@steinwafel"
"White Moms vs Black Moms pt.6 #dontjudgeme #funny #damn #fuckit #angry #trick vine.co/v/bl7XH65wFx5","@SheBooji"
"Political dynasties. Politicians in media and media men/showbiz personalities in politics. From public service to private businesses. #angry","@mikebueza"
"This is not the way to deal with #badservice from your cable co! @StarTribune bit.ly/16ykgw5 #CustomerService #CustServ #angry","@umvox"
"My girl has cooler kicks than me and it's all my fault!! @Gracie__Wright #nofair #angry pic.twitter.com/5tRQxjv4jk","@BillyBattenberg"
"Can't wait to work out #stressed #angry","@TroyCook11"
"The famed Gastown steam clock is underwhelming at the best of times. Now it's going off 5 mins late. #angry tourists","@dannyimusic"
"my summer tan is already fading, ugh #angry","@kowalski_95"
"I want to lay on the beach today but nope it's gotta rain #angry #lovethebeach","@MariahKilgus"
"May Robin van Persie stay fit throughout next season and keep @WayneRooney #angry&confused.","@Bryan_Mufc"
"Sign me up! Haha might be #deleting #sharpshooter #nerf #gun #hilarious #funny #angry #mum #shot #sorry vine.co/v/hbIiFMnBba6","@mstuttard_"
"NETFLIX ONLY HAS 8 SEASONS OF THE OFFICE! WHAT THE HECK NETFLIX WHERE DO I WATCH THE LAST SEASON WHAT DO I DO WITH MY LIFE NOW #ANGRY","@tanimpala"
"I could proly punch thru a brick wall right now #angry #Frustrated","@C_Brown_3"
"#AngryMangement? Beat the ____ out of your English teacher & your dog groomer. @klaqfernie #angry #mangy","@BuzzAdamsShow"
"#Solutions emerge when we get #angry in #justice for #injustice! ow.ly/meR7C #sextrafficking #hope","@pattylynnwyatt"
"How @Kennedysade will not let me watch Avatar the last airbender<<< #angry","@_k8cooper"
"Can we make like a petition for book bags or something? #angry","@ImLezlie"
"When something you really don't want to bother you bothers you #angry","@_megangoodwin"
"I would be steering well clear of Pieterson in that change room #angry","@LennyC33"
"One thing I hate about trying to use 3rd party django apps is that most of them have horrible documentation #django #python #code #angry","@schm1ty1"
"Proper can't stand some people ahhahahaha #angry","@SerenaGate"
"think @LiamWade10 might wanna hold a punching bag up for me in the gym tomorrow #infuriated #stressed #angry","@beckahhhx"
"9yo daughter has said before that when she plays football with boys none of them ever pass to her. This evening I witnessed it. #angry","@katyha"
"So I get woken up at 2am by over 150 messages from @EmmaWilliams06 and @Ashford_TheRisk there is going to be a fight #idiots #angry","@Chapps100"
"Each year, Americans spend over $92 Billion on gambling. That's enough money to feed every starving child on the planet for 1 year. #angry","@jonathankayser"
"My brother is an asshole. Who jumps on someone while they're laying in bed on their period, then fucking goes all UFC on them. #angry","@sk0tian"
"No electricity since 10:00 AM and just foundout it might not come whole night @KESC_Ltd #Annoyed #Angry","@dilawarabbas"
"Why is it always beautiful out on the days I have to work!!!!! #ANGRY #SOANGRY","@laurxbullock"
"Anger: Why You Feel It And What To Do About It| Aha!NOW- goo.gl/wXWN3 #anger #angry #temper #angermanagement #men #women #emotion","@harleenas"
"Why are you so annoying! #angry","@SidneyBethke"
"Oh how i wish i was at VidCon #somanyyoutubers #angry","@NCIS_forever_"
"100 dollars over my phone bill. today is not my day #angry 😤","@rbellemare02"
"My parents said they had Burger King for me and they'd be home in 5 minutes...30 minutes ago... #shouldibeworriedorangry #angry","@djknapp96"
"Going ments because someone in my house ate my minstrels. #greedy #scruff #thief #angry","@EllieAlg"
"Officially looking for jobs at @comcast. #bethechangeyouwishtosee #kidding #angry #dobetter","@mi_good"
"WHY NOT? #ANGRY pic.twitter.com/ZBq55BIncw","@RyleyOliver"
"WHOEVER HAS TAKEN MY RAY BAN GLASSES RETURN THEM ASAP, OR THERE WILL BE CONSEQUENCES AND I AM NOT KIDDING AROUND #angry #butseriously","@msomervillle"
"<<<<when your secrets between you and your friends are suddenly between you, her, and her boyfriend. #angry #pinkypromises?","@losercunt69"
"KIT IS #ANGRY... #SHITTALK IS #UNCOOL.... WE DO TRY TO HELP AS MANY ECHELON AS POSSIBLE BUT IT ONLY TAKES ONE TO BREAK A HEART.","@ACall2Arms"
"So, did you hear about Giggles? 'Swat Team' Storms Animal Shelter To Kill Fugitive Baby Deer: mypetjawa.mu.nu/archives/21664… #Angry","@th3raptor"
"Can't trust no one 😳 too many snakes around 🐍#angry","@DanielNorcup"
"Me and Zach trying to make homemade glow sticks #stupid #didntwork #homemade #glowstick #failure #angry #wh... vine.co/v/hqEM3uKHKgz","@whiteeexo"
"Great news again today!!! Has only taken them 12days to realise I've also fractured D5 vertebrate in my back!! #Angry #PoorService #Wasters","@RickyCollard"
"Nothing makes me more mad than working in my American truck and havin to use a metric wrench. This is Mercia. Not freaking Europe. #angry","@Cd_Woundedknees"
"Lately, #angry about: The North Carolina #GOP. Men claiming ""sex addiction"" as an excuse for their behavior. Rape culture.","@farsonpratt"
"Great time for a #Bentley #GTC. We can offer you a 'storming' price. #storm #angry #clouds pic.twitter.com/rOUN7DIfSh","@BentleyChelms"
"I'm disgusted when I log into ask.fm all these anonymous Dykes hating on others, what the actual fuck has come to this generation. #angry","@kegankeant"
"Please do not come into my place of work and yell at me for simply doing my job. That will get you nowhere in life. #rude #angry","@ShelbyMatteson"
"Twitter needs to allow more characters in each tweet #Angry #shortenedtweetsfordays","@CourtSpinelliTV"
"Their Grand Finale in Seoul is getting nearer and the fact that I can't be there...just pisses me off. #grumpy #angry #frustrated","@RoyaleHoney"
"Why can't my phone just accept that ewww is a word!? It's not ewe, it's not we #angry","@TaylorH8manecc"
"Still can't believe it. Surely match fixing? Spot betting? #DRS #Ashes #angry","@brentcreilly_3"
"We need to have the third umpire put out a press release for each decision. What's his GODDAMN REASONING!! Genuinely angry. #ashes #angry","@oudy85"
"Second time klm didn't give me a seat because they overbooked. They better start treating me like i'm an indian billionair soon. #Angry","@Eptic"
"@RevJodyStowell not getting into long twitter debate but its seriously beyond sexism. It's violent,horrific,rotten,sin, brokenness. #angry","@mrbeechy"
"If I was you, I wouldn't mess with @devindixon01 😂😂 #sostrong #angry pic.twitter.com/bKVxvsv4mN","@ConnorWcj11"
"Been waiting for my food for 2 1/2 hours and counting now. Get me out of here. Please. #angry #sonothawks","@jillyags"
"Never will I play football in the cage with people younger again! #angry #lairyshits","@ed_moran_"
"If #Luck dissapoints you, get #Angry and convert it to being #successful :)","@SidraIqbal"
"The people on Instagram that hashtag every single little thing makes me want to punch myself in the face #brunette #angry #rant #pretty","@jennavieveie"
"The driver who used his semi to bully me on the road this morning better hope I never find out who he drives for #dangerous #angry","@McMurrayMusings"
"Are the feelings I feel about the plessis/dugald closure similar to the feelings of being a bomber fan? Like #sad #angry #frustration","@ONLY1_AG"
"Bout to go Animal Cop Chuck Norris style and bust these windows out! #angry #ihatestupidpeople 😡💭","@lovesBeee"
"student landlords are all money grabbing cunts!!! Like they don't get enough money out of us as it is! #angry #stressed #poor","@emmapayne_x"
"Xbox just brings out the worst in people #angry","@BrycenMinton"
"Real mad at @ABCFamily for not playing @ABCFpll at 10pm. No I did not wanna watch @TheVineyardABCF #angry","@erikaflinch"
